Timestamp,Initials,Article,Volume,Issue,Page,Title and Subtitle,Artist/Photographer,Engraving Company,Type,Size,Orientation,Location on Page,Identity Groups pictured and named (or can be deduced),People pictured and named (or can be deduced),Groups/Organizations/Entities pictured and named (or can be deduced),Places pictured and named (or can be deduced),Activities pictured and named (or can be deduced),Flora and Fauna pictured and named (or can be deduced),Commodities pictured and named (or can be deduced),Technology/Transportation/Infrastructure/Built Environment pictured and named (or can be deduced),Natural Environment/Climate pictured and named (or can be deduced),Themes,3-4 Main Elements,Description,Additional Notes,Further Research Required?,Required Research Notes
9/2/2013 13:53:07,JH,Flagstaff and the Grand Canyon,7,3,129,Quarry of Arizona Sandstone Company,"Osborn, Photo.",L. A. Eng. Co.,photograph,,not rotate,3; 4; 5; 6,men; workers,n/a,Arizona Sandstone Company,Quarry of Arizona Sandstone Company,n/a,trees,sandstone,quarry,trees,Nature--exploitation; Class--working class; Location profile;,Nature--exploitation; Location profile; Arizona Sandstone Company; Flagstaff,This image is a photograph of the quarry of the Arizona Sandstone Company. Several men are pictured in the quarry.,n/a,No,
9/2/2013 13:57:10,JH,Flagstaff and the Grand Canyon,7,3,130,J. A. Vail Block,"F. W. Sisson, Photo.",n/a,photograph,,not rotate,1; 2; 3; 4,men;,J. A. Vail,n/a,J. A. Vail Block,n/a,n/a,n/a,building; street;,n/a,Location profile; Arts--architecture,Location profile; Arts--architecture; Flagstaff; J. A. Vail Block,This image is a photograph of the J. A. Vail Block in Flagstaff. Several men are pictured standing.,n/a,No,
9/2/2013 14:00:41,JH,Flagstaff and the Grand Canyon,7,3,130,Babbit Bros. Establishment and Office of Grand Canyon Stage Co.,n/a,n/a,photograph,,not rotate,5; 6,n/a,Babbit Bros.,Babbit Bros.; Grand Canyon Stage Co.,Babbit Bros. Establishment; Office of Grand Canyon Stage Co.,n/a,n/a,n/a,building; street,n/a,Economics--business; Transportation; Location profile,Economics--business; Transportation; Location profile; Flagstaff,This image is a photograph of the Babbit Bros. Establishment and the office of the Grand Canyon Stage Co. in Flagstaff. ,n/a,No,
9/2/2013 14:06:21,JH,Flagstaff and the Grand Canyon,7,3,131,Montezuma's Castle,"Reed, Photo.",L. A. Eng. Co.,photograph,,not rotate,2; 4,Indigenous people,Montezuma,n/a,Montezuma's Castle,n/a,n/a,n/a,castle; ,rock; mountain,Location profile; Peoples--indigenous; Historicizing; ,Location profile; Peoples--indigenous; Historicizing; Montezuma's Castle,"This image is a photograph of the landmark known as Montezuma's Castle near Flagstaff. The ""castle"" has been carved into rock.",n/a,No,
9/3/2013 7:57:48,JH,Flagstaff and the Grand Canyon,7,3,131,Walnut Creek Cliff Dwellings 10 Miles from Flagstaff,"Osborn, Photo.",L.A. Eng. Co.,photograph,,not rotate,3; 5,n/a,n/a,n/a,Flagstaff; Walnut Creek,n/a,trees,n/a,dwellings,cliff; trees,Peoples--indigenous; Historicizing; Location Profile; US Regionalism--Southwest,Peoples--indigenous; Flagstaff; Location Profile; ,"This image is a photograph of ""cliff dwellings"" at Walnut Creek, ten miles from Flagstaff. The dwellings have been carved into rock formations/mountains. ",n/a,No,
9/3/2013 8:01:51,JH,Flagstaff and the Grand Canyon,7,3,131,Fragment of Pottery from Cliff Dwelling,Burt Osborn,n/a,drawing,,not rotate,6,Peoples--indigenous,n/a,n/a,Walnut Creek; ,n/a,n/a,pottery,dwelling,cliff,Peoples--indigenous; Historicizing; US Regionalism--Southwest; ,Peoples--indigenous; Flagstaff; Walnut Creek; ,This image is a drawing of a pottery fragment reportedly found in the cliff dwellings in Walnut Creek near Flagstaff. The pottery has been decorated with patterned markings.,n/a,No,
9/3/2013 8:07:56,JH,Flagstaff and the Grand Canyon,7,3,132,"Territorial Assylum, Flagstaff","Osborn, Photo",L.A. Eng. Co.,photograph,,not rotate,1; 2,n/a,n/a,n/a,"Territorial Assylum, Flagstaff",n/a,trees; grass,n/a,assylum;,trees; grass,Arts--architecture; Location profile,Arts--architecture; Location profile; Flagstaff,This image is a photograph of the Territorial Asylum in Flagstaff.,n/a,No,
9/3/2013 8:32:57,JH,Flagstaff and the Grand Canyon,7,3,132,Mid-summer Sport on the San Francisco Peaks near Flagstaff,"Osborn, Photo.",L.A. Eng. Co.,photograph,,not rotate,3; 4,men; women; European Americans,n/a,n/a,San Francisco Peaks; Flagstaff,sport,grass,n/a,n/a,mountains; ,Leisure; Nature; Location profile; Peoples--European Americans,Leisure; Nature; Flagstaff; San Francisco Peaks,This image is a photograph of several European Americans posing on the San Francisco Peaks near Flagstaff.,n/a,No,
9/3/2013 8:36:43,JH,Flagstaff and the Grand Canyon,7,3,132,"Coconino Cycling Club, Flagstaff","Sisson, Photo",.Mausard-Collier Eng. Co.,photograph,,not rotate,5; 6,men; child; European American,n/a,Coconino Cycling Club,Flagstaff,Cycling,trees,n/a,bicycle,tree,Leisure; Publics--organizational; Peoples--European American; Age; ,Leisure; Publics--organizational; Peoples--European American,This image is a photograph of several members of the Coconino Cycling Club of Flagstaff. Nearly all of the members pictured are European American men. A young child also appears in the photograph. The members are pictured standing with bicycles outdoors.,n/a,No,
9/3/2013 17:29:13,JH,Flagstaff and the Grand Canyon,7,3,133,"Typical Erosion, Grand Canyon","Osborn, Photo.",C.M. Davis Eng. Co.,photograph,,not rotate,1; 2; 3; 4; 5; 6,n/a,n/a,n/a,Grand Canyon,n/a,n/a,n/a,n/a,erosion; canyon,Nature; US Regionalism--Southwest,Nature; US Regionalism--Southwest; Grand Canyon,"This image depicts a scenic view of part of the Grand Canyon. The caption of the photograph directs readers' attention to ""typical erosion.""",n/a,No,
9/3/2013 17:30:46,JH,Flagstaff and the Grand Canyon,7,3,134,Looking Across the Grand: Width from Sixteen Miles,m/a,C.M. Davis Eng. Co.,photograph,,not rotate,1; 2,n/a,n/a,n/a,Grand Canyon,n/a,n/a,n/a,n/a,canyon,Nature; US Regionalism--Southwest,Nature; US Regionalism--Southwest; Grand Canyon,This image is a photograph depicting a scenic view of the Grand Canyon.,n/a,No,
9/4/2013 9:31:26,JH,Flagstaff and the Grand Canyon,7,3,134,"At Thurber's Camp, Grand Canyon of the Colorado",Eastman Kodak,Mausard-Collier Eng. Co.,photograph,,not rotate,5; 6,men; European Americans; women,n/a,n/a,Thurber's Camp; Grand Canyon of the Colorado,cycling,trees; grass; horse,n/a,bicycle; cabin; camp; ,grass; trees,Leisure; Nature; Location Profile,Leisure; Nature; Location Profile,"This image is a photograph of a significant number of European American men and women at Thurber's Camp near the Grand Canyon of the Colorado. The men and women are standing beside bicycles, with horses, a cabin, and other shelters pictured in the background.",,No,
9/4/2013 9:33:49,JH,Flagstaff and the Grand Canyon,7,3,135,"Canyon of the Colorado: Depth 6,000 feet.",F. W. Sesson Photo.,n/a,photograph,,not rotate,1; 2; 3; 4,n/a,n/a,n/a,Canyon of the Colorado,n/a,n/a,n/a,n/a,canyon; ,Nature; US Regionalism--Southwest; Location Profile,Nature; US Regionalism--Southwest; Location Profile,This image is a scenic photograph of the Canyon of the Colorado.,n/a,No,n/a
9/4/2013 9:35:32,JH,Flagstaff and the Grand Canyon,7,3,135,In Cataract Canyon near Flagstaff,"Osborn, Photo",L.A. Eng. Co.,photograph,,not rotate,3; 4; 5; 6,n/a,n/a,n/a,Cataract Canyon; Flagstaff,n/a,n/a,n/a,n/a,canyon; cataract,Nature; US Regionalism--Southwest; Location profile,Nature; US Regionalism--Southwest; Location profile; Flagstaff,This image is a photograph of Cataract Canyon near Flagstaff. ,n/a,No,
9/5/2013 10:48:53,RM,The White Indian,13,1,9,Cushing in his Zuni Garb.,n/a,C.M. Davis Eng. Co.,photograph,,not rotate,1; 2; 3; 4; 5; 6,Zuni; indigenous peoples; European Americans; anthropologists; ethnographers,Frank Hamilton Cushing,Zuni; Harvard College,n/a,ethnography;,n/a,blankets;,n/a,n/a,Clothing; Expedition; Ethnography; Peoples--European Americans; Peoples--Indigenous; Race and Ethnicity; Promotion,Ethnography; Race and Ethnicity; Promotion; Zuni,"Frank Cushing, the anthropologist known for introducing the participant-observer method, poses in borrowed Zuni attire.",fascinating,No,
9/5/2013 10:59:48,RM,The White Indian,13,1,10,A Ceremonial in Zuni. (Cushing is the slender figure to the right.),Taber,C.M. Davis Eng. Co.,photograph,,rotate,1; 2; 3; 4; 5; 6,Zuni; European Americans; indigenous peoples; anthropologists,Frank Cushing,Zuni,Zuni pueblo; New Mexico,ceremony; ritual,n/a,n/a,pueblo; scaffolding,n/a,Race and Ethnicity; Peoples--indigenous; Peoples--European Americans; Ethnography; Interculturalism; ,Race and Ethnicity; Zuni; Ethnography,A ceremony at the Zuni pueblo attended by Frank Cushing.,,No,
9/5/2013 11:04:01,RM,The White Indian,13,1,12,A Zuni Prayer-Making.,Taber,C.M. Davis Eng. Co.,photograph,,not rotate,1; 2; 3; 4; 5; 6,Zuni; anthropologists; European Americans; Indigenous people,Frank Cushing,Zuni,Zuni pueblo; New Mexico,prayer; religion,n/a,n/a,pueblo,n/a,Religion; Ethnography; Race and Ethnicity; Peoples--indigenous; Peoples--European Americans; ,Religion; Ethnography; Zuni,"A Zuni prayer ceremony, likely attending by Frank Cushing.",,No,
9/5/2013 11:06:32,RM,The White Indian,13,1,13,Frank Hamilton Cushing.,n/a,C.M. Davis Eng. Co.,photograph,,not rotate,3; 4; 5; 6,anthropologists; European Americans,Frank Hamilton Cushing,n/a,n/a,n/a,n/a,n/a,n/a,n/,Ethnography; Expertise--credentialed; Peoples--European Americans,Ethnography; Expertise--credentialed; Peoples--European Americans; Frank Hamilton Cushing,A formal portrait of Frank Cushing in a three-piece suit.,,No,
9/5/2013 11:09:45,RM,The White Indian,13,1,14,A War-Dance in Zuni.,Taber,C.M. Davis Eng. Co.,photograph,,rotate,3; 4; 5; 6,Zuni; Indigeous peoples,n/a,Zuni,Zuni pueblo; New Mexico,dance; ceremony; ritual,n/a,n/a,pubelo,n/a,Ethnography; Race and Ethnicity; Peoples--indigenous,Ethnography; Race and Ethnicity; Peoples--indigenous; Zuni,A Zuni ritual of war in New Mexico.,,No,
9/6/2013 0:23:59,MB,Home Life in Southern California,7,6,255,What it does for the babies.,n/a,Mausard-Collier Eng. Co.,Photograph,?,not rotate,3; 5; 6,babies,n/a,n/a,Southern California,posing,n/a,n/a,n/a,n/a,Age--childhood; Location profile--region,babies; Southern California; Age--childhood; Location profile--region,A Southern Californian baby posing for the camera.,n/a,No,n/a
9/6/2013 0:28:41,MB,Home Life in Southern California,7,6,256,Where one can live on the porches.,"Photo. by Hill, Pasadena",C. M. Davis Eng. Co.,Photograph,?,rotate,1; 2; 3; 4; 5; 6,women,n/a,n/a,Southern California,sitting,bushes; trees,rugs,porch,n/a,Gender--femininity; Arts--architecture; Location profile--region,Southern California; porches; women,Two women sitting on a porch in Southern California.,n/a,No,n/a
9/6/2013 0:31:29,MB,Home Life in Southern California,7,6,257,Just a rose-bush.,n/a,n/a,Photograph,?,not rotate,3; 4,women,n/a,n/a,Southern California,n/a,rose bush; trees,baby carriage,baby carriage,n/a,Nature; Gender--femininity; Location profile--region,rose-bush; woman; baby carriage; Southern California,"A rose bush in Southern California, with a woman with a baby carriage clearly visible.",n/a,No,n/a
9/6/2013 0:35:18,MB,Home Life in Southern California,7,6,258,"""Winter"" at the window.
Pasadena.","Photo. by Hill, Pasadena",L. A. Eng. Co.,Photograph,?,rotate,1; 2; 3; 4; 5; 6,n/a,n/a,n/a,Pasadena,n/a,trees,table; pillows,window; table,winter,Nature; Arts--architecture; Location profile--city,winter; window; Pasadena,"A ""winter"" landscape view from a window in Pasadena.",n/a,No,n/a
9/6/2013 0:38:24,MB,Home Life in Southern California,7,6,259,n/a,Photo. by Pierce.,C. M. Davis Eng. Co.,Photograph,?,not rotate,4; 6,girls,n/a,n/a,Southern California,standing,trees; bushes,n/a,building,n/a,Age--childhood; Gender--femininity; Arts--architecture; Location profile--region,girl; goat; trees; Southern California,A girl and a goat standing among trees in Southern California.,n/a,No,n/a
9/6/2013 13:51:27,MB,Home Life in Southern California,7,6,260,n/a,"Photo. by Hill, Pasadena",C. M. Davis Eng. Co.,Photograph,?,not rotate,1; 2,n/a,C. M. Davis,C. M. Davis Eng. Co.,Pasadena; Southern California,n/a,shrubs; trees,n/a,house,n/a,Arts--architecture; Location profile--region,house; Southern California; Arts--architecture; Location profile--region,"A house in Southern California, with trees and shrubs visible in the foreground.",n/a,No,n/a
9/6/2013 13:53:27,MB,Home Life in Southern California,7,6,260,n/a,"Photo. by Hill, Pasadena",L. A. Eng. Co.,Photograph,?,not rotate,5; 6,n/a,n/a,L. A. Eng. Co.,L. A.; Pasadena; Southern California,n/a,flowers; trees,n/a,house,n/a,Arts--architecture; Location profile--region,house; Southern California; Arts--architecture; Location profile--region,"A house in Southern California, with flowers and trees clearly visible in the front yard.",n/a,No,n/a
9/6/2013 13:56:05,MB,Home Life in Southern California,7,6,261,The Trimming of a Rose-Bush,n/a,n/a,Photograph,?,not rotate,1; 2,children,n/a,n/a,Southern California,trimming,rose-bush,roses,house,n/a,Cultivation--horticulture; Age--childhood; Location profile--region,rose-bush; children; trimming; Location profile--region,Children trimming a rose-bush in Southern California.,n/a,No,n/a
9/6/2013 13:59:07,MB,Home Life in Southern California,7,6,261,At Alhambra,n/a,n/a,Photograph,?,not rotate,5; 6,n/a,n/a,n/a,Alhambra,n/a,trees; bushes,n/a,building,n/a,Arts--architecture; Location profile--region,Alhambra; building; Arts--architecture; Location profile--region,"A building in Alhambra, with trees and bushes visible in the foreground.",n/a,No,n/a
9/6/2013 14:01:53,MB,Home Life in Southern California,7,6,262,"A City Street.
(Los Angeles.)",Photo. by Maude,L. A. Eng. Co.,Photograph,?,not rotate,3; 4,n/a,n/a,n/a,Los Angeles,n/a,trees,n/a,street; sidewalk; driveways,n/a,Location profile--city,street; Los Angeles; trees; Location profile--city,"A tree-lined street in Los Angeles, with a sidewalk and driveways also clearly visible.",n/a,No,n/a
9/6/2013 14:05:44,MB,Home Life in Southern California,7,6,263,"A Daily Outlook.
(At Redlands.)",Photo. by Maude,L. A. Eng. Co.,Photograph,?,not rotate,1; 2; 3; 4,n/a,n/a,L. A. Eng. Co.,Redlands; L. A.,n/a,trees; shrubs,n/a,houses; buildings,mountains,Location profile--city,Redlands; buildings; shrubs; mountains,"A view of Redlands filled with buildings, as well as shrubs in the foreground and mountains in the background.",n/a,No,n/a
9/6/2013 14:10:37,MB,Home Life in Southern California,7,6,263,"A Two-year-old Home.
(Los Angeles.)",Garden City Photo. Co.,C. M. Davis Eng. Co.,Photograph,?,not rotate,5; 6,n/a,n/a,C. M. Davis Eng. Co.; Garden City Photo. Co.,Los Angeles,n/a,trees,n/a,house,n/a,Arts--architecture; Location profile--city,house; Los Angeles; Arts--architecture; Location profile--city,"A new house in Los Angeles, with trees planted in the front yard.",n/a,No,n/a
9/6/2013 15:25:37,MB,"San Deigo, ""The Italy of America""",7,6,265,Point Loma Light,n/a,n/a,Photograph,?,not rotate,1; 3,n/a,n/a,n/a,Point Loma; San Diego,n/a,n/a,n/a,lighthouse,ocean,Transportation; Location profile--city,Point Loma Light; San Diego; Location profile--city,The Point Loma Light in San Diego.,n/a,No,n/a
9/6/2013 15:27:49,RM,The White Indian,13,1,16,"Dance of Maskers, a Zuni Ceremonial.",Taber,C.M. Davis Eng. Co.,photograph,,rotate,1; 2; 3; 4; 5; 6,Zuni; indigenous people,n/a,Zuni,Zuni pueblo; New Mexico,dance; ceremony; ritual,n/a,n/a,pueblo; ladder; window,n/a,Peoples--indigenous peoples; Ethnography; Peoples--European Americans; Religion; ,Peoples--indigenous peoples; Ethnography; Zuni; dance,A Zuni ceremony of maskers.,,No,
9/6/2013 15:29:34,MB,"San Diego, ""The Italy of America""",7,6,265,San Diego County Courthouse,Photo. by Slocum,L. A. Eng. Co.,Photograph,?,not rotate,5; 6,trolley employees; pedestrians,n/a,San Diego County Courthouse,San Diego; San Diego County; L. A.,transportation; walking,trees,n/a,trolley; street; courthouse building,n/a,Domestic policy--local; Transportation; Location profile--city,San Diego County Couthouse; trolley; San Diego,"The San Diego County Courthouse in San Diego, with a trolley in front of it.",n/a,No,n/a
9/6/2013 15:31:15,RM,In Western Letters,13,1,17,Joaquin Miller,C.F.,C.M. Davis Eng. Co.,photography,,not rotate,3; 4; 5; 6,poets; authors; European Americans,Joaquin Miller,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Arts; Biography; Aesthetics,Poets; Arts; Joaquin Miller,A formal portrait of the poet Joaquin Miller.,,No,
9/6/2013 15:33:00,MB,"San Diego, ""The Italy of America""",7,6,266,San Diego Bay and Coronado.,n/a,L. A. Eng. Co.,Photograph,?,rotate,1; 3; 5,n/a,n/a,n/a,San Diego Bay; Coronado,sailing,n/a,n/a,ships,bay; islands,Nature; Transportation; Location profile--region,San Diego Bay; Coronado; ships,"Ships sailing in San Diego Bay, with Coronado also visible.",n/a,No,n/a
9/6/2013 15:36:06,MB,"San Diego, ""The Italy of America""",7,6,267,"The American Ship ""Big Bonanza.""
In San Diego Harbor.",Photo. by Fitch,L. A. Eng. Co.,Photograph,?,not rotate,1; 2; 3; 4; 5; 6,n/a,n/a,L. A. Eng. Co.,San Diego Harbor; L. A.,sailing,n/a,n/a,sailing ship,ocean,Transportation; Location profile,"Sailing ship; ""Big Bonanza""; San Diego Harbor","The American sailing ship ""Big Bonanza"" sailing in San Diego Harbor.",n/a,No,n/a
9/6/2013 15:45:01,MB,"San Diego, ""The Italy of America""",7,6,260,Point Loma from the Channel.,Photo. by Judd,C. M. Davis Eng. Co.,Photograph,?,not rotate,1; 2,n/a,C. M. Davis; Judd,C. M. Davis Eng. Co.,Point Loma; the Channel,n/a,n/a,n/a,channel,cliffs,Nature; Location profile,Point Loma; the Channel; Nature; Location profile,A view of Point Loma from the Channel.,n/a,Yes,"Does ""the Channel"" have a proper name?"
9/6/2013 15:49:21,MB,"San Diego, ""The Italy of America""",7,6,268,The Sweetwater Dam,Photo. by Fitch,C. M. Davis Eng. Co.,Photograph,?,not rotate,5; 6,n/a,C. M. Davis; Fitch,C. M. Davis Eng. Co.,San Diego,n/a,trees,n/a,dam; reservoir,water; mountains,Arts--architecture; Location profile; Irrigation,Sweetwater Dam; San Diego; Arts--architecture,The Sweetwater Dam in San Diego.,n/a,No,n/a
9/6/2013 15:54:59,MB,"San Diego, ""The Italy of America""",7,6,269,The Hotel del Coronado,"Photo. by Hill, Pasadena",C. M. Davis Eng. Co.,Photograph,?,not rotate,1; 2; 3; 4; 5; 6,pedestrians; passengers,C. M. Davis; Hill,Hotel del Coronado; C. M. Davis Eng. Co.,Coronado; Pasadena,walking; buggy-riding,trees,n/a,hotel; street; buggy; sidewalk,water,Tourism; Arts--architecture; Location profile--city,Hotel del Coronado; Tourism; Arts--architecture,"A diptych of two photographs, both of the Hotel del Coronado, one showing it from the street side and the other from on the water.",n/a,No,n/a
9/6/2013 16:13:22,MB,"San Diego, ""The Italy of America""",7,6,270,A Panorama of Chula Vista.,Photo. by Glover,C. M. Davis Eng. Co.,Photograph,?,rotate,1; 3; 5,n/a,C. M. Davis; Glover,C. M. Davis Eng. Co.,Chula Vista,n/a,bushes,n/a,buildings,n/a,Location profile--city,Chula Vista; bushes; buildings; Location profile--city,"A panoramic view of Chula Vista, with bushes and buildings visible.",n/a,No,n/a
9/6/2013 16:17:52,MB,"San Diego, ""The Italy of America""",7,6,271,At the Santa F� Wharf,Photo. by Judd,C. M. Davis Eng. Co.,Photograph,?,not rotate,2; 4,n/a,C. M. Davis; Judd,C. M. Davis Eng. Co.,Santa F� Wharf,docked,n/a,n/a,sailing ship; wharf,n/a,Transportation; Location profile,Santa F� Wharf; sailing ship; docked,A sailing ship docked at Santa F� Wharf.,n/a,No,n/a
9/6/2013 16:20:27,MB,"San Diego, ""The Italy of America""",7,6,271,U. S. Warships in San Diego Bay,Photo. by Slocum,C. M. Davis Eng. Co.,Photograph,?,not rotate,5; 6,n/a,C. M. Davis; Slocum,United States Navy; C. M. Davis Eng. Co.,San Diego Bay; U. S.,sailing,n/a,n/a,warships,bay,Transportation; Foreign policy--war; Location profile,warships; United States Navy; San Diego Bay,United States Navy warships sailing in San Diego Bay.,n/a,No,n/a
9/6/2013 16:30:04,MB,"San Diego, ""The Italy of America""",7,6,272,A Typical Business Block,n/a,C. M. Davis Eng. Co.,Photograph,?,not rotate,1; 2,n/a,C. M. Davis,C. M. Davis Eng. Co.,San Diego,n/a,n/a,n/a,business building; city block,n/a,Arts--architecture; Economics--business,Economics--business; city block; San Diego,A typical city block in the business district in San Diego.,n/a,No,n/a
9/6/2013 16:36:16,MB,"San Diego, ""The Italy of America""",7,6,272,In the Cajon Valley,n/a,L. A. Eng. Co.,Photograph,?,not rotate,5; 6,n/a,n/a,L. A. Eng. Co.,Cajon Valley; L. A.,n/a,bushes; trees,n/a,buildings,valley,Nature; Location profile,Cajon Valley; Nature; Location profile,"The Cajon Valley, with a multitude of bushes and trees clearly visible.",n/a,No,n/a
9/6/2013 16:42:42,MB,"San Diego, ""The Italy of America""",7,6,273,A Characteristic Institution,n/a,C. M. Davis Eng. Co.,Photograph,?,not rotate,1; 2,n/a,C. M. Davis,C. M. Davis Eng. Co.; Diamond Carriage & Livery Co.,San Diego,n/a,n/a,n/a,building; street; telegraph poles,n/a,Arts--architecture; Economics--business; Location profile--city,Diamond Carriage & Livery Co.; San Diego; Economics--business; Location profile--city,The Diamond Carriage & Livery Co. building in San Diego.,n/a,No,n/a
9/6/2013 16:46:03,MB,"San Diego, ""The Italy of America""",7,6,273,San Diego Mission,n/a,n/a,Photograph,?,not rotate,5,n/a,n/a,San Diego Mission,San Diego,n/a,palm trees,n/a,mission,n/a,Religion--Christianity; Arts--architecture; Location profile--city,San Diego Mission; Religion--Christianity; San Diego; palm trees,"The San Diego Mission in San Diego, with palm trees clearly visible in the foreground.",n/a,No,n/a
9/6/2013 16:49:23,MB,"San Diego, ""The Italy of America""",7,6,274,Los Ba�os,n/a,L. A. Eng. Co.,Photograph,?,not rotate,1; 2; 3; 4,n/a,n/a,L. A. Eng. Co.,San Diego; L. A.,n/a,n/a,n/a,building,n/a,Arts--architecture; Location profile--city,Los Ba�os; San Diego; Arts--architecture; Location profile--city,The Los Ba�os building in San Diego.,n/a,No,n/a
9/10/2013 12:11:20,AW,Los Angeles Athletic Club,5,3,134,n/a,n/a,n/a,photograph,,not rotated,1,men; gymnast; athlete ,n/a,Los Angeles Athletic Club,Los Angeles,gymnastics,n/a,n/a,n/a,n/a,Aesthetics; Cooperation; Expertise; Gender-masculinity; Leisure;,"Gymnastics; the letter ""L""; Cooperation","The image shows three gymnast  men bending to create the letter  ""L"". ",Are there other images of people creating letters? ,No,
9/10/2013 12:18:26,AW,Los Angeles Athletic Club,5,3,134,The Gymnasium,Putnam,L. A. Eng. Co. ,photograph,,not rotated,3; 4; 5; 6 ,men; athletes; attendants; white; black,n/a,Los Angeles Athletic Club,Los Angeles,sporting; gymnastics; attending,n/a,beams; exercise equipment; attendants; gymnasium,gymnasium; tall ceilings; windows,n/a,Race and Ethnicity; Leisure; Labor; Gender-masculinity; Class-class relations; Aesthetics,Race and Ethnicity; Gymnastics; Aesthetics,"The image shows several white men. presumably club members, enjoying the athletic equipment in the gymnasium of the Los Angeles Athletic Club. On the lefthand side of the image stand several black attendants, as evidenced by their outfits and stance. ",race relations portrayed by the image are intriguing ,No,
9/10/2013 12:24:24,AW,Los Angeles Athletic Club,5,3,135,Reading Room,Putnam,L. A. Eng. Co. ,photograph,,not rotated,3; 4,wealthy,n/a,Los Angeles Athletic Club,Los Angeles,n/a,n/a,Chairs; tables; pottery; lighting; curtains; carpeting,Chairs; tables; pottery; lighting; curtains; carpeting,n/a,Aesthetics; Class-Wealthy; Leisure; Success,Class-Wealthy; Reading Room; Los Angeles Athletic Club,"The image is a straight view onto the Reading Room of the Los Angeles Athletic Club. One can see the extravagant furniture,  and decoration in the room. ",,No,
9/10/2013 12:30:14,AW,Los Angeles Athletic Club,5,3,136,A Glimpse Through the L. A. A. C. Quarters. 1. Main Parlor. 2. Billiard Room. 3. Ladies' Parlor. 4. Music Room. 5. Locker Room. 6. Card Room. ,Putnam,L. A. Eng. Co. ,photograph; montage,,rotated,1; 2; 3; 4; 5; 6,wealthy,n/a,Los Angeles Athletic Club,Los Angeles,n/a,n/a,piano; furniture; furnishings; pool tables,"long hallways, tall ceilings; Main Parlor; Billiard Room; Ladies' Parlor; Music Room; Locker Room; Card Room",n/a,Aesthetics; Class-Wealthy; Leisure; Gender,Class-Wealthy; Aesthetics; Los Angeles Athletic Club,"The montage shows six images placed upon a larger background. Each displays a different room inside of the Los Angeles Athletic Club. The rooms include a Main Parlor, a Billiard Room, a Ladies' Parlor, a Music Room, a Locker Room, and a Card Room. ",,No,
9/10/2013 12:47:37,AW,A Credit to the West,5,3,138,A Pretty Corner,n/a,Mausard-Collier Eng. Co. ,photograph,,not rotated,5,n/a,n/a,n/a,Scholl and Kleckner's photograph gallery,n/a,n/a,paintains; furniture; internal decoration,archways; doors; furniture,n/a,Aesthetics; Class-wealthy; Arts-visual; Success; Tranquility,Aesthetics; Class-wealthy; Scholl and Kleckner's photograph gallery,The image has uneven edges. It is situated within the text and shows the corner of a room within the Scholl and Kleckner's photograph studio. The doors have complex archways and the furnishings are lush. ,,No,
9/10/2013 12:51:00,AW,A Credit to the West,5,3,139,The Reception Room in Scholl & Kleckner's Photograph Gallery,n/a,Mausard-Collier Eng. Co.,photograph,,not rotated,1; 2; 3; 4; 5; 6,man; white; artist,n/a,n/a,Scholl & Kleckner's photograph gallery,painting; sitting; thinking,n/a,photographs; furnishings,furnishings; archways; carpet,n/a,Aesthetics; Leisure; Arts-visual; Class-wealthy,Scholl and Kleckner's photograph gallery; Leisure; Arts-visual; Solitude,"The image shows a man seated working on a piece of artwork, presumably a painting or drawing. Around the rest of the room are other furnishings and pieces of furniture. ",,No,
9/10/2013 12:54:32,AW,A Credit to the West,5,3,140,Reception Room Scholl and Kleckner's photograph gallery,n/a,Mausard-Collier Eng. Co. ,photograph,,not rotated,1; 2; 3; 4; 5; 6,Class-wealthy,n/a,n/a,Scholl and Kleckner's photograph gallery,n/a,n/a,drawings; photographs; furnishings,furnishings; chandelier; aisle ,n/a,Aesthetics; Arts-visual; Leisure; Success,Scholl and Kleckner's photograph gallery; Arts-visual; Aesthetics,The image shows the well-decorated reception room of Scholl and Kleckner's photograph gallery. There is lavish furniture and decor. ,,No,
9/15/2013 17:54:56,JH,freestanding,8,3,106,"""The First Baron of Arizona."" Don Miguel Nemecio, at 30 years (An ancestor begotten by Reavis.)",n/a,n/a,painting,,not rotate,1; 2; 3; 4; 5; 6,men,Don Miguel Nemecio; Reavis,n/a,n/a,n/a,n/a,cane,table,n/a,Class--wealth; historicizing; ,Class--wealth; historicizing; Reavis,"A portrait ""from an old painting"" of Don Miguel Nemecio, who is purportedly related to Reavis [discussed later in the issue.]",n/a,No,
9/15/2013 17:57:43,JH,The Prince of Impostors,8,3,108,"""The 1st Baron at 20 Years."" One of the manufactured ancesotrs.",n/a,n/a,drawing,,not rotate,2; 4,man; baron,n/a,n//a,n/a,n/a,n/a,n/a,n/a,n/a,Kinship; Historicizing; Class--wealth,Kinship; Historicizing; Class--wealth,"This drawing is a portrait of a baron, pictured at 20 years of age, falsely claimed as an ancestor by James Addison Reavis.",n/a,No,
